"ID","Name","GN"
"C3279748","IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 2","1"
"C4310701","OROFACIODIGITAL SYNDROME XV","1"
"C0002018","Alexia","1"
"C0476254","Dyslexia","1"
"C0920296","Developmental reading disorder","1"
"C0403555","Ochoa syndrome","2"
"C4225382","COLE-CARPENTER SYNDROME 2","1"
"C4015183","DIABETES MELLITUS, NONINSULIN-DEPENDENT, 5","1"
"C4084712","DEAFNESS, AUTOSOMAL DOMINANT 67","1"
"C4310778","YOU-HOOVER-FONG SYNDROME","1"
"C3542549","SPASTIC PARAPLEGIA 49, AUTOSOMAL RECESSIVE","1"
"C1857663","Yunis Varon syndrome","2"
"C1970011","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J","1"
"C2675191","Polymicrogyria, Bilateral Occipital","1"
"C2675491","AMYOTROPHIC LATERAL SCLEROSIS 11","1"
"C4013648","POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL","1"
"C0796137","3C syndrome","1"
"C1863704","Spastic paraplegia 8, autosomal dominant","0"
"C3150901","SPASTIC PARAPLEGIA 48, AUTOSOMAL RECESSIVE","1"
"C4014708","WEBB-DATTANI SYNDROME","1"
"C0023804","Lipomatosis, Multiple Symmetrical","1"
"C0024445","Lipomatosis, Familial Benign Cervical","1"
"C0393807","Hereditary motor and sensory neuropathy with optic atrophy (disorder)","2"
"C1836485","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A2 (disorder)","1"
"C2931642","Benign symmetrical lipomatosis","1"
"C4310725","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2A2B","1"
"C4015701","MECKEL SYNDROME 12","1"
"C2674705","Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy","1"
"C0175703","Thrombocytopenia-Absent Radius Syndrome","1"
"C4310810","MIDFACE HYPOPLASIA, HEARING IMPAIRMENT, ELLIPTOCYTOSIS, AND NEPHROCALCINOSIS","1"
"C0014335","Enteritis","1"
"C0796022","Lujan Fryns syndrome","3"
"C0796094","Blepharophimosis syndrome Ohdo type","1"
"C3698541","Ohdo syndrome, Maat-Kievit-Brunner type","1"
"C4310747","CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 5","1"
"C1836765","LIMB-GIRDLE MUSCULAR DYSTROPHY, TYPE 1G (disorder)","1"
"C0795950","Corpus callosum agenesis neuronopathy","1"
"C1862394","Atrial Fibrillation, Familial, 4","1"
"C3150953","Long Qt Syndrome 6","1"
"C1837148","MYOPIA 6 (disorder)","1"
"C2931111","Myopia, susceptibility to","1"
"C4014738","MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 2","1"
"C0339541","Goldmann-Favre syndrome (disorder)","1"
"C1849394","Enhanced S-Cone Syndrome","1"
"C1970163","RETINITIS PIGMENTOSA 37 (disorder)","1"
"C2751089","Brugada Syndrome 6","1"
"C3275476","CHONDRODYSPLASIA WITH PLATYSPONDYLY, DISTINCTIVE BRACHYDACTYLY, HYDROCEPHALY, AND MICROPHTHALMIA","1"
"C0011579","Reactive depression","1"
"C0238190","Inclusion Body Myositis (disorder)","1"
"C0342853","Sialuria","2"
"C0751713","Inclusion Body Myopathy, Sporadic","1"
"C1096902","Infantile Sialic Acid Storage Disease","2"
"C1096903","Sialic Acid Storage Disease, Finnish Type (disorder)","2"
"C2931471","Sialuria, French type","1"
"C1834144","Sick Sinus Syndrome 2, Autosomal Dominant","1"
"C2751083","Brugada Syndrome 8","1"
"C2677879","Hypospadias 2, X-Linked","1"
"C3501858","Muscular Dystrophy, Limb-Girdle, Type 1D","1"
"C1306229","Dyschromatosis universalis","1"
"C1836705","Pseudohyperkalemia, Familial, 2, due to Red Cell Leak","1"
"C3281027","MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 7","1"
"C3809394","DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 3","1"
"C1853139","OPTIC ATROPHY 5 (disorder)","1"
"C3280660","ENCEPHALOPATHY, LETHAL, DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION","1"
"C0796280","Acromegaloid facial appearance syndrome","1"
"C1837839","CARDIOMYOPATHY, DILATED, 1O","1"
"C3279695","ATRIAL FIBRILLATION, FAMILIAL, 12","1"
"C2678046","Mental Retardation, X-Linked, Syndromic, Turner Type","1"
"C1850318","Omodysplasia type 1","1"
"C2936816","Micromelic dysplasia, congenital, with dislocation of radius","1"
"C1848604","USHER SYNDROME, TYPE IC","1"
"C1865870","Deafness, Autosomal Recessive 18","1"
"C2931207","Usher syndrome, type 1C","1"
"C0796135","Renpenning syndrome 1","1"
"C4225156","MENTAL RETARDATION, AUTOSOMAL DOMINANT 34","1"
"C4540232","PLATELET ABNORMALITIES WITH EOSINOPHILIA AND IMMUNE-MEDIATED INFLAMMATORY DISEASE","1"
"C1864840","Combined Oxidative Phosphorylation Deficiency 3","1"
"C0399368","Amelogenesis Imperfecta, Type IB","1"
"C2673923","Amelogenesis Imperfecta, Type Ic","1"
"C4015124","MIRROR MOVEMENTS 3","1"
"C1842026","GLAUCOMA 1, OPEN ANGLE, E","1"
"C3150692","AMYOTROPHIC LATERAL SCLEROSIS 12","1"
"C3806634","DEAFNESS, DYSTONIA, AND CEREBRAL HYPOMYELINATION","1"
"C2678483","Long Qt Syndrome 11","1"
"C0268553","Hyperlysinemias","1"
"C0268555","Hyperlysinemia, Periodic","1"
"C0268556","Saccharopinuria","1"
"C0936256","Lysine Alpha-Ketoglutarate Reductase Deficiency Disease","1"
"C1527317","Alpha-Aminoadipic Semialdehyde Deficiency Disease","1"
"C2936921","Saccharopine dehydrogenase deficiency","1"
"C1845543","Mental Retardation, X-Linked, with Epilepsy","1"
"C3806722","PARKINSONISM WITH SPASTICITY, X-LINKED","1"
"C0345427","Woolly hair, congenital","5"
"C1848435","WOOLLY HAIR, AUTOSOMAL RECESSIVE 1, WITH OR WITHOUT HYPOTRICHOSIS","1"
"C3279470","HYPOTRICHOSIS 8","1"
"C1853942","CITRULLINEMIA, TYPE II, NEONATAL-ONSET","1"
"C1863844","Adult-onset citrullinemia type 2","1"
"C0268540","HHH syndrome","1"
"C0495499","Congenital absence, atresia and stricture of auditory canal (external)","1"
"C1842937","AURAL ATRESIA, CONGENITAL","1"
"C2910118","Congenital atresia or stricture of osseous meatus","1"
"C1832736","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Id","1"
"C1835923","Retinitis Pigmentosa 31","1"
"C0031046","Pericarditis","1"
"C1167732","Pleuropericarditis","1"
"C1859690","CAMPTODACTYLY-ARTHROPATHY-COXA VARA-PERICARDITIS SYNDROME","1"
"C0796095","Opitz trigonocephaly syndrome","1"
"C4225226","COENZYME Q10 DEFICIENCY, PRIMARY, 8","1"
"C0206687","Carcinoma, Endometrioid","1"
"C1569637","Adenocarcinoma, Endometrioid","1"
"C4014584","BLEEDING DISORDER, PLATELET-TYPE, 18","1"
"C1854990","Molybdenum Cofactor Deficiency, Complementation Group C","1"
"C0265245","Nager syndrome","1"
"C1860119","Acrofacial dysostosis Rodriguez type","1"
"C0152227","Excessive tearing","0"
"C1970027","Hypertelorism, Severe, With Midface Prominence, Myopia, Mental Retardation, And Bone Fragility","0"
"C0917990","Acro-Osteolysis","1"
"C1837756","MANDIBULOACRAL DYSPLASIA WITH TYPE B LIPODYSTROPHY","1"
"C4014261","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 16","1"
"C4539951","MENTAL RETARDATION, AUTOSOMAL DOMINANT 47","1"
"C3280587","AMYOTROPHIC LATERAL SCLEROSIS 16, JUVENILE","1"
"C1855188","Metaphyseal Chondrodysplasia with Retinitis Pigmentosa","1"
"C4014814","MYOPATHY, CENTRONUCLEAR, 5","1"
"C4225212","SECKEL SYNDROME 9","1"
"C3554078","BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY","1"
"C0175695","Sotos' syndrome","3"
"C4015525","LISSENCEPHALY 6 WITH MICROCEPHALY","1"
"C4014534","CILIARY DYSKINESIA, PRIMARY, 29","1"
"C1850127","Osteopetrosis, Autosomal Recessive 1","1"
"C3279875","CORTICAL MALFORMATIONS, OCCIPITAL","1"
"C4225173","IMMUNODEFICIENCY, COMMON VARIABLE, 13","1"
"C3810384","NEMALINE MYOPATHY 9","1"
"C3554381","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 10","0"
"C1858338","Neuropathy, hereditary motor and sensory, Okinawa type","1"
"C3714897","SPASTIC PARAPLEGIA 57, AUTOSOMAL RECESSIVE","1"
"C3809536","VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 5, WITH OR WITHOUT MUSCLE WEAKNESS","1"
"C1837149","Alzheimer Disease 9","1"
"C4540192","NEURODEVELOPMENTAL DISORDER, MITOCHONDRIAL, WITH ABNORMAL MOVEMENTS AND LACTIC ACIDOSIS, WITH OR WITHOUT SEIZURES","1"
"C3810285","MYOPATHY WITH EXTRAPYRAMIDAL SIGNS","1"
"C3280284","MENTAL RETARDATION, AUTOSOMAL DOMINANT 10","1"
"C0344730","Atrial Septal Defect Sinus Venosus","1"
"C3280790","ATRIAL SEPTAL DEFECT 8","1"
"C3554021","HYPOGONADOTROPIC HYPOGONADISM 16 WITH OR WITHOUT ANOSMIA","1"
"C2748801","FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 3A, WITH OR WITHOUT EXTRAOCULAR INVOLVEMENT","1"
"C3808397","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 1","1"
"C1851943","DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT (disorder)","1"
"C1860315","Whispering dysphonia, hereditary","1"
"C2676244","Leukodystrophy, Hypomyelinating, 6","2"
"C0206658","Smooth Muscle Tumor","1"
"C1832334","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4D","1"
"C0162699","Tick-Borne Infections","1"
"C0795902","Coloboma, cleft lip-palate and mental retardation syndrome","1"
"C3805432","COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR MENTAL RETARDATION","1"
"C1859405","Bowen-Conradi syndrome","1"
"C0340970","Congenital neutropenia","2"
"C4310652","FANCONI ANEMIA, COMPLEMENTATION GROUP V","1"
"C3151228","RETINITIS PIGMENTOSA 38 (disorder)","1"
"C4539828","BIRK-LANDAU-PEREZ SYNDROME","1"
"C3150876","COG5 congenital disorder of glycosylation","1"
"C2676727","Chromosome 1q43-Q44 Deletion Syndrome","1"
"C3808184","MENTAL RETARDATION, AUTOSOMAL DOMINANT 22","1"
"C4273897","Distal monosomy 1q","1"
"C1846130","Mental retardation X-linked, South African type","1"
"C2678194","Mental Retardation, X-Linked, Syndromic, Christianson Type","1"
"C0002876","Congenital dyserythropoietic anemia","3"
"C0271933","Congenital dyserythropoietic anemia, type I","3"
"C1306589","Congenital dyserythropoietic anemia, type II","3"
"C4225179","COWDEN SYNDROME 7","1"
"C1843042","Craniolenticulosutural Dysplasia","1"
"C1853162","Osteogenesis Imperfecta Type VII","1"
"C2931095","Osteogenesis imperfecta, type 7","1"
"C0268351","Cutis Laxa, Autosomal Recessive, Type I","2"
"C0432336","Cutis laxa, recessive, type I","2"
"C1837187","MACULAR DEGENERATION, AGE-RELATED, 3","1"
"C2931134","Cutis laxa, recessive","1"
"C3665335","Cutis laxa, autosomal recessive","1"
"C4225406","NEUROPATHY, HEREDITARY, WITH OR WITHOUT AGE-RELATED MACULAR DEGENERATION","1"
"C1836199","DEAFNESS, AUTOSOMAL RECESSIVE 48","1"
"C3553944","USHER SYNDROME, TYPE IJ","1"
"C4014414","MENTAL RETARDATION, AUTOSOMAL DOMINANT 24","1"
"C4310683","DYSKINESIA, SEIZURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER","1"
"C3472711","Spinocerebellar ataxia 36","1"
"C1835912","AICARDI-GOUTIERES SYNDROME 4","1"
"C1720862","Congenital Generalized Lipodystrophy Type 1","2"
"C1720863","Congenital Generalized Lipodystrophy Type 2","2"
"C1970344","Congenital Disorder Of Glycosylation, Type IIF","1"
"C0342287","Thiamine responsive megaloblastic anemia syndrome","1"
"C0155912","Pulmonary Alveolar Microlithiasis","1"
"C1864873","Testicular Microlithiasis","1"
"C1843366","NIEMANN-PICK DISEASE, TYPE C2","1"
"C3150415","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 1","1"
"C4014540","MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME","1"
"C1838702","Retinitis Pigmentosa 13","1"
"C0220991","Rotor Syndrome","2"
"C4284588","SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE","1"
"C4014605","POLYGLUCOSAN BODY MYOPATHY 1 WITH OR WITHOUT IMMUNODEFICIENCY","1"
"C3280296","Microcephaly-capillary malformation syndrome","1"
"C4310709","EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 2","1"
"C2678346","Diarrhea 3, Secretory Sodium, Congenital, Syndromic","1"
"C3150926","Congenital dyserythropoietic anemia type IV","1"
"C3809686","MENTAL RETARDATION, AUTOSOMAL DOMINANT 21","1"
"C3554168","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 14","1"
"C4310750","SPASTIC PARAPLEGIA 77, AUTOSOMAL RECESSIVE","1"
"C4310678","LANGUAGE DELAY AND ATTENTION DEFICIT-HYPERACTIVITY DISORDER/COGNITIVE IMPAIRMENT WITH OR WITHOUT CARDIAC ARRHYTHMIA","1"
"C4310682","INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA","1"
"C0263627","Calcinosis universalis","1"
"C0282102","Chondrodysplasia punctata, X-linked dominant type","1"
"C4085243","MEND SYNDROME","1"
"C3151482","HYPERCALCIURIA, CHILDHOOD, SELF-LIMITING","1"
"C3281288","PREECLAMPSIA/ECLAMPSIA 5","1"
"C4015619","EPILEPSY, PROGRESSIVE MYOCLONIC, 8","1"
"C2931816","Chromosome 2, monosomy 2q24","1"
"C3279738","SPASTIC PARAPLEGIA 47, AUTOSOMAL RECESSIVE","1"
"C4310628","OPTIC ATROPHY 11","1"
"C3502492","Microcephaly with Chorioretinopathy, Autosomal Recessive","3"
"C3810367","PREMATURE OVARIAN FAILURE 8","1"
"C0752288","Adjustment Sleep Disorder","1"
"C0752289","Environmental Sleep Disorder","1"
"C0752291","Limit-Setting Sleep Disorder","1"
"C0752292","Nocturnal Eating-Drinking Syndrome","1"
"C0752293","Sleep Disorders, Extrinsic","1"
"C2931246","Potocki-Lupski syndrome","2"
"C3661485","17p11.2 Monosomy","1"
"C4225255","YUAN-HAREL-LUPSKI SYNDROME","1"
"C0014742","Erythema Multiforme","1"
"C3151085","MASP2 Deficiency","1"
"C1969796","ATAXIA, SPASTIC, 2, AUTOSOMAL RECESSIVE (disorder)","1"
"C3279754","PSORIASIS 13, SUSCEPTIBILITY TO","1"
"C3714992","CANDIDIASIS, FAMILIAL, 8","1"
"C4015167","MENTAL RETARDATION, AUTOSOMAL DOMINANT 30","1"
"C0007862","Cervico-Brachial Neuralgia","1"
"C0085920","Brachial Neuralgia","1"
"C0221759","Brachial Plexus Neuritis","1"
"C1510479","Neuralgic Amyotrophy","1"
"C1834304","AMYOTROPHY, HEREDITARY NEURALGIC","1"
"C2675235","Deafness, Autosomal Recessive 1b","1"
"C2675237","Deafness, Autosomal Dominant 3B","1"
"C3889474","BARDET-BIEDL SYNDROME 16","1"
"C0268609","Glutamate formiminotransferase deficiency","1"
"C4310791","STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 2","1"
"C4310792","DYSKINESIA, LIMB AND OROFACIAL, INFANTILE-ONSET","1"
"C0729582","Floating-harbor syndrome","1"
"C1833683","NEPHROLITHIASIS, CALCIUM OXALATE","1"
"C3809583","IMMUNODEFICIENCY 12","1"
"C1837822","Burn-Mckeown syndrome","2"
"C0023138","Laurence-Moon Syndrome","1"
"C0037050","Sick Building Syndrome","1"
"C1848745","Oliver-McFarlane syndrome","1"
"C1859093","Chorioretinal Dystrophy, Spinocerebellar Ataxia, and Hypogonadotropic Hypogonadism","1"
"C1859305","Cerebellar Ataxia and Hypogonadotropic Hypogonadism","2"
"C2677586","Spastic Paraplegia 39, Autosomal Recessive","1"
"C0854145","Feeding Disorders","1"
"C0406702","Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive","3"
"C1720965","Ectodermal Dysplasia 3, Anhidrotic","2"
"C3887494","ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","1"
"C3888065","ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/NAIL TYPE, AUTOSOMAL DOMINANT","1"
"C4310820","BARTTER SYNDROME, TYPE 5, ANTENATAL, TRANSIENT","1"
"C0266999","Vesicular Stomatitis","1"
"C1853249","SPINOCEREBELLAR ATAXIA 28","1"
"C3280977","SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE","1"
"C4479357","ANAUXETIC DYSPLASIA 2","1"
"C4014347","PONTOCEREBELLAR HYPOPLASIA, TYPE 10","1"
"C0473586","Michelin tire baby syndrome","2"
"C4225225","SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 2","1"
"C4274079","Bile acid CoA ligase deficiency and defective amidation","1"
"C1837610","ICHTHYOSIS PREMATURITY SYNDROME","1"
"C3280887","HYPERGLYCINEMIA, LACTIC ACIDOSIS, AND SEIZURES","1"
"C3889475","BARDET-BIEDL SYNDROME 19","1"
"C3553077","MICROPHTHALMIA, SYNDROMIC 11","1"
"C3809042","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 13","1"
"C3890168","MENTAL RETARDATION, X-LINKED 101","1"
"C3826462","Depression in children","1"
"C1853276","Deafness, Autosomal Recessive 28","1"
"C1857574","CORNEA PLANA 2","1"
"C0268344","Ehlers-Danlos syndrome 6B","1"
"C3280011","BRITTLE CORNEA SYNDROME 2","1"
"C4310723","MICROCEPHALY 17, PRIMARY, AUTOSOMAL RECESSIVE","1"
"C3502054","Leukodystrophy, Dysmyelinating, with Oligodontia","1"
"C1832544","DIABETES MELLITUS, NONINSULIN-DEPENDENT, 1 (disorder)","1"
"C3810225","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 41","1"
"C0796206","Atkin syndrome","1"
"C0796241","MENTAL RETARDATION, X-LINKED 34 (disorder)","1"
"C1841984","GLOMUVENOUS MALFORMATIONS","1"
"C4225199","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2X","1"
"C3809383","IMMUNODEFICIENCY 8","1"
"C2931845","Neurodegeneration with brain iron accumulation (NBIA)","2"
"C3550973","NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5","1"
"C3279743","SPASTIC PARAPLEGIA 52, AUTOSOMAL RECESSIVE","1"
"C1832244","CARDIOMYOPATHY, DILATED, 1C (disorder)","1"
"C1836155","Myopathy, Myofibrillar, Zasp-Related","1"
"C3152137","LEFT VENTRICULAR NONCOMPACTION 3","1"
"C4225414","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 24","1"
"C1853396","Primary lateral sclerosis juvenile","2"
"C2749936","SPASTIC PARAPLEGIA 18, AUTOSOMAL RECESSIVE (disorder)","1"
"C0268187","alpha, alpha-Trehalase deficiency","1"
"C1836482","Li-Fraumeni Syndrome 2","1"
"C4310632","EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT","0"
"C1861884","Familial Sudden Death","1"
"C3281234","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9","1"
"C1864668","Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 4","1"
"C3888004","HERMANSKY-PUDLAK SYNDROME 5","1"
"C1864040","Cerebral Cavernous Malformations 3","1"
"C3280127","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 15","1"
"C4479376","PSEUDO-TORCH SYNDROME 2","1"
"C0024145","Chilblain lupus 1","3"
"C1860518","Vasculopathy, Retinal, With Cerebral Leukodystrophy","1"
"C3150315","AICARDI-GOUTIERES SYNDROME 1, AUTOSOMAL DOMINANT","1"
"C3809882","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VII","1"
"C3809899","EPISODIC PAIN SYNDROME, FAMILIAL, 3","1"
"C1832099","Wilms tumor and radial bilateral aplasia","1"
"C1563697","Chromosome Instability Syndromes","1"
"C3150667","MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY","1"
"C4225397","ATAXIA-OCULOMOTOR APRAXIA 4","1"
"C1869122","EHLERS-DANLOS SYNDROME, PROGEROID FORM","2"
"C2931351","Familial myelofibrosis","1"
"C3809031","NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE","1"
"C1853445","PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET","1"
"C0014522","Epidermodysplasia Verruciformis","2"
"C4015160","PONTOCEREBELLAR HYPOPLASIA, TYPE 1C","1"
"C4479353","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIq","1"
"C3810023","VERHEIJ SYNDROME","1"
"C1835849","Congenital Disorder Of Glycosylation, Type Im","1"
"C1861185","THROMBOCYTOPENIA 2 (disorder)","2"
"C1854466","Temtamy preaxial brachydactyly syndrome","1"
"C2675227","Endocrine-Cerebroosteodysplasia","1"
"C1847835","VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding)","1"
"C3808876","PALMOPLANTAR CARCINOMA, MULTIPLE SELF-HEALING","1"
"C4479278","AUTOINFLAMMATION WITH ARTHRITIS AND DYSKERATOSIS","1"
"C4225243","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z","1"
"C3541853","NEPHRONOPHTHISIS 15","1"
"C2931118","Megalocytic interstitial nephritis","1"
"C3553774","INTERSTITIAL NEPHRITIS, KARYOMEGALIC","1"
"C4225297","ACHROMATOPSIA 7","1"
"C0796037","Martsolf syndrome","2"
"C1838625","Warburg Sjo Fledelius syndrome","4"
"C3280203","WARBURG MICRO SYNDROME 3","1"
"C1291609","Ribose 5-Phosphate Isomerase Deficiency","1"
"C1850395","Neuropathy, Hereditary Sensory, with Spastic Paraplegia, Autosomal Recessive","1"
"C1842371","DEAFNESS, AUTOSOMAL DOMINANT 41 (disorder)","1"
"C0270968","Limb-girdle muscular dystrophy type 2H","1"
"C1859569","BARDET-BIEDL SYNDROME 11","1"
"C3888209","SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE","1"
"C3151187","SECKEL SYNDROME 5","1"
"C3553886","MICROCEPHALY 9, PRIMARY, AUTOSOMAL RECESSIVE","1"
"C1863634","Cone-Rod Dystrophy 7","1"
"C4479608","MICROCEPHALY 18, PRIMARY, AUTOSOMAL DOMINANT","1"
"C4310640","NEPHRONOPHTHISIS 20","1"
"C1835895","RETINITIS PIGMENTOSA 33 (disorder)","1"
"C4225229","CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES","1"
"C0036346","Schizophrenia, Childhood","1"
"C4225296","MENTAL RETARDATION, AUTOSOMAL DOMINANT 39","1"
"C4225432","CHROMOSOME 2p25.3 DUPLICATION SYNDROME","1"
"C4225433","CHROMOSOME 2p25.3 DELETION SYNDROME","1"
"C4310755","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 54","1"
"C1853761","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1","2"
"C1865409","Amyotrophic Lateral Sclerosis 4, Juvenile","1"
"C4225172","CEREBELLAR ATROPHY, VISUAL IMPAIRMENT, AND PSYCHOMOTOR RETARDATION","1"
"C3554367","EPIDERMOLYSIS BULLOSA, NONSPECIFIC, AUTOSOMAL RECESSIVE","1"
"C1855675","Arima syndrome","7"
"C3539071","NEPHRONOPHTHISIS 14","1"
"C3553846","JOUBERT SYNDROME 19","1"
"C4014501","CONE-ROD DYSTROPHY 19","1"
"C4225182","CATARACT 45","1"
"C1861678","Charcot-Marie-Tooth Disease, Axonal, Type 2a1","1"
"C0796224","MENTAL RETARDATION, X-LINKED 18","1"
"C1845181","MENTAL RETARDATION, X-LINKED 78","1"
"C2749022","Chromosome Xp11.23-P11.22 Duplication Syndrome","1"
"C0393559","Troyer syndrome","0"
"C3554279","CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2","1"
"C4509918","Polyvalvular heart disease syndrome","1"
"C4225351","WHITE-SUTTON SYNDROME","1"
"C1846055","Siderius X-linked mental retardation syndrome","1"
"C1334807","Mucinous carcinoma of breast","1"
"C4225249","MICROCEPHALY 16, PRIMARY, AUTOSOMAL RECESSIVE","1"
"C4539848","MENTAL RETARDATION, AUTOSOMAL DOMINANT 45","1"
"C4225165","NEPHROTIC SYNDROME, TYPE 13","1"
"C2673193","Brugada Syndrome 2","1"
"C1849386","Myoglobinuria, Acute Recurrent, Autosomal Recessive","1"
"C2752061","Cerebral Palsy, Spastic Quadriplegic, 2","1"
"C3887964","POLYCYSTIC KIDNEY DISEASE 3, AUTOSOMAL DOMINANT","1"
"C1859298","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2","1"
"C3810294","SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSIVE","1"
"C1858854","MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS","1"
"C2751805","EMERY-DREIFUSS MUSCULAR DYSTROPHY 5, AUTOSOMAL DOMINANT","1"
"C1845102","Hyperekplexia and Epilepsy","1"
"C3150988","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 12","1"
"C4310635","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 49","1"
"C3539495","SPASTIC PARAPLEGIA 54, AUTOSOMAL RECESSIVE","1"
"C3553661","CEREBELLAR ATAXIA, NONPROGRESSIVE, WITH MENTAL RETARDATION","1"
"C3809049","SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 2, AUTOSOMAL DOMINANT","1"
"C2678479","Prostate Cancer, Hereditary, 12","1"
"C4015261","POLYENDOCRINE-POLYNEUROPATHY SYNDROME","1"
"C4539881","DEAFNESS, AUTOSOMAL DOMINANT 71","1"
"C2676739","Chromosome 2q32-Q33 Deletion Syndrome","1"
"C4225353","PARKINSON DISEASE 21","1"
"C3809655","CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2R","1"
"C0265215","Meckel-Gruber syndrome","15"
"C1857662","COACH syndrome","4"
"C1969052","MECKEL SYNDROME, TYPE 5","1"
"C1969053","JOUBERT SYNDROME 7","1"
"C4014386","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 43","0"
"C4310669","PERIVENTRICULAR NODULAR HETEROTOPIA 7","1"
"C3492944","Lentiginosis Profusa","1"
"C3809624","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 18","1"
"C0154409","Recurrent major depressive episodes","1"
"C1853116","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8 (disorder)","1"
"C2751807","Emery-Dreifuss Muscular Dystrophy 4","1"
"C3683483","Autosomal Recessive Cerebellar Ataxia Type 1","1"
"C1863878","Arhinia, choanal atresia, and microphthalmia","1"
"C1867439","Pterygium, Antecubital","1"
"C2752041","Three M Syndrome 2","1"
