geneA,geneB
YAL015C,YEL060C
YAL015C,YGL122C
YAL015C,YJR068W
YAL015C,YML105C
YAL015C,YMR012W
YAL015C,YMR058W
YAL015C,YMR146C
YAL015C,YNL037C
YAL015C,YNL255C
YAL015C,YNR047W
YAL015C,YPL190C
YAL015C,YPR110C
YAL016W,YAL024C
YAL016W,YBR079C
YAL016W,YDL134C
YAL016W,YDL156W
YAL016W,YDL160C
YAL016W,YDL188C
YAL016W,YDR162C
YAL016W,YDR482C
YAL016W,YER167W
YAL016W,YFR004W
YAL016W,YFR024C-A
YAL016W,YFR028C
YAL016W,YGL190C
YAL016W,YGR161C
YAL016W,YGR281W
YAL016W,YHR027C
YAL016W,YHR082C
YAL016W,YHR135C
YAL016W,YHR158C
YAL016W,YIL031W
YAL016W,YIL065C
YAL016W,YIL069C
YAL016W,YIL153W
YAL016W,YJL020C
YAL016W,YJL057C
YAL016W,YJR066W
YAL016W,YKL080W
YAL016W,YKL203C
YAL016W,YLL026W
YAL016W,YLR191W
YAL016W,YML024W
YAL016W,YML063W
YAL016W,YML109W
YAL016W,YMR105C
YAL016W,YMR273C
YAL016W,YNL127W
YAL016W,YNL209W
YAL016W,YNL255C
YAL016W,YNR032W
YAL016W,YOL113W
YAL016W,YOR014W
YAL016W,YOR073W
YAL016W,YOR081C
YAL016W,YOR094W
YAL016W,YOR162C
YAL016W,YPL020C
YAL016W,YPL090C
YAL016W,YPL152W
YAL016W,YPL256C
YAL016W,YPR042C
YAL017W,YAL021C
YAL017W,YAR019C
YAL017W,YBR245C
YAL017W,YCL027W
YAL017W,YCL043C
YAL017W,YCL061C
YAL017W,YCR020W-B
YAL017W,YDL018C
YAL017W,YDL077C
YAL017W,YDL100C
YAL017W,YDL153C
YAL017W,YDR099W
YAL017W,YDR134C
YAL017W,YDR190C
YAL017W,YDR259C
YAL017W,YDR293C
YAL017W,YDR454C
YAL017W,YDR477W
YAL017W,YER027C
YAL017W,YER054C
YAL017W,YER133W
YAL017W,YGL066W
YAL017W,YGL112C
YAL017W,YGL122C
YAL017W,YGL245W
YAL017W,YGR252W
YAL017W,YHL024W
YAL017W,YJL105W
YAL017W,YJL110C
YAL017W,YKL035W
YAL017W,YKL049C
YAL017W,YKL168C
YAL017W,YLL013C
YAL017W,YLL061W
YAL017W,YLR150W
YAL017W,YLR257W
YAL017W,YLR258W
YAL017W,YLR314C
YAL017W,YML037C
YAL017W,YML073C
YAL017W,YMR184W
YAL017W,YNL247W
YAL017W,YNR047W
YAL017W,YOL045W
YAL017W,YOL125W
YAL017W,YOR196C
YAL017W,YPR034W
YAL017W,YPR160W
YAL018C,YBR036C
YAL018C,YBR290W
YAL018C,YCL025C
YAL018C,YDR331W
YAL018C,YHR026W
YAL018C,YHR114W
YAL018C,YIL171W
YAL018C,YLL028W
YAL018C,YLR034C
YAL018C,YMR001C
YAL019W,YAL026C
YAL019W,YAR007C
YAL019W,YBL003C
YAL019W,YBL088C
YAL019W,YBR010W
YAL019W,YBR084W
YAL019W,YBR160W
YAL019W,YBR245C
YAL019W,YDL097C
YAL019W,YDL147W
YAL019W,YDR225W
YAL019W,YFR052W
YAL019W,YHL034C
YAL019W,YHR164C
YAL019W,YIL035C
YAL019W,YJL090C
YAL019W,YJL124C
YAL019W,YJR119C
YAL019W,YLR027C
YAL019W,YLR288C
YAL019W,YNL031C
YAL019W,YOL045W
YAL019W,YOR033C
YAL019W,YPR190C
YAL020C,YAL021C
YAL020C,YBL071W-A
YAL020C,YBR160W
YAL020C,YDL108W
YAL020C,YDL160C
YAL020C,YDR354W
YAL020C,YHL007C
YAL020C,YHR082C
YAL020C,YKR048C
YAL021C,YAL024C
YAL021C,YAL025C
YAL021C,YAL027W
YAL021C,YAL029C
YAL021C,YAL030W
YAL021C,YAL031C
YAL021C,YAL032C
YAL021C,YAL033W
YAL021C,YAL034W-A
YAL021C,YAL039C
YAL021C,YAL040C
YAL021C,YAL041W
YAL021C,YAL043C
YAL021C,YAL044C
YAL021C,YAL046C
YAL021C,YAL047C
YAL021C,YAL048C
YAL021C,YAL049C
YAL021C,YAL051W
YAL021C,YAL055W
YAL021C,YAL056W
YAL021C,YAL058W
YAL021C,YAL059W
YAL021C,YAL060W
YAL021C,YAL061W
YAL021C,YAR002W
YAL021C,YAR003W
YAL021C,YAR008W
YAL021C,YAR014C
YAL021C,YAR015W
YAL021C,YAR018C
YAL021C,YAR019C
YAL021C,YAR027W
YAL021C,YAR028W
YAL021C,YAR031W
YAL021C,YAR042W
YAL021C,YBL001C
YAL021C,YBL003C
YAL021C,YBL005W
YAL021C,YBL005W-B
YAL021C,YBL006C
YAL021C,YBL014C
YAL021C,YBL015W
YAL021C,YBL019W
YAL021C,YBL020W
YAL021C,YBL021C
YAL021C,YBL028C
YAL021C,YBL029W
YAL021C,YBL031W
YAL021C,YBL032W
YAL021C,YBL033C
YAL021C,YBL034C
YAL021C,YBL037W
YAL021C,YBL038W
YAL021C,YBL046W
YAL021C,YBL047C
YAL021C,YBL050W
YAL021C,YBL051C
YAL021C,YBL052C
YAL021C,YBL054W
YAL021C,YBL056W
YAL021C,YBL057C
YAL021C,YBL059W
YAL021C,YBL060W
YAL021C,YBL061C
YAL021C,YBL063W
YAL021C,YBL066C
YAL021C,YBL067C
YAL021C,YBL078C
YAL021C,YBL079W
YAL021C,YBL080C
YAL021C,YBL081W
YAL021C,YBL084C
YAL021C,YBL085W
YAL021C,YBL086C
YAL021C,YBL088C
YAL021C,YBL089W
YAL021C,YBL090W
YAL021C,YBL097W
YAL021C,YBL101C
YAL021C,YBL102W
YAL021C,YBL103C
YAL021C,YBL104C
YAL021C,YBL105C
YAL021C,YBL106C
YAL021C,YBR001C
YAL021C,YBR002C
YAL021C,YBR003W
YAL021C,YBR004C
YAL021C,YBR005W
YAL021C,YBR007C
YAL021C,YBR008C
YAL021C,YBR009C
YAL021C,YBR010W
YAL021C,YBR013C
YAL021C,YBR014C
YAL021C,YBR020W
YAL021C,YBR021W
YAL021C,YBR022W
YAL021C,YBR024W
YAL021C,YBR028C
YAL021C,YBR030W
YAL021C,YBR034C
YAL021C,YBR037C
YAL021C,YBR043C
YAL021C,YBR044C
YAL021C,YBR046C
YAL021C,YBR047W
YAL021C,YBR049C
YAL021C,YBR052C
YAL021C,YBR054W
YAL021C,YBR055C
YAL021C,YBR057C
YAL021C,YBR058C
YAL021C,YBR059C
YAL021C,YBR065C
YAL021C,YBR066C
YAL021C,YBR067C
YAL021C,YBR068C
YAL021C,YBR069C
YAL021C,YBR070C
YAL021C,YBR071W
YAL021C,YBR072W
YAL021C,YBR073W
YAL021C,YBR077C
YAL021C,YBR081C
YAL021C,YBR083W
YAL021C,YBR085W
YAL021C,YBR090C
YAL021C,YBR094W
YAL021C,YBR095C
YAL021C,YBR097W
YAL021C,YBR102C
YAL021C,YBR103W
YAL021C,YBR105C
YAL021C,YBR107C
YAL021C,YBR111C
YAL021C,YBR112C
YAL021C,YBR114W
YAL021C,YBR122C
YAL021C,YBR123C
YAL021C,YBR125C
YAL021C,YBR126C
YAL021C,YBR129C
YAL021C,YBR130C
YAL021C,YBR131W
YAL021C,YBR132C
YAL021C,YBR133C
YAL021C,YBR135W
YAL021C,YBR136W
YAL021C,YBR137W
YAL021C,YBR138C
YAL021C,YBR141C
YAL021C,YBR145W
YAL021C,YBR146W
YAL021C,YBR150C
YAL021C,YBR152W
YAL021C,YBR153W
YAL021C,YBR156C
YAL021C,YBR157C
YAL021C,YBR158W
YAL021C,YBR161W
YAL021C,YBR162W-A
YAL021C,YBR163W
YAL021C,YBR165W
YAL021C,YBR167C
YAL021C,YBR168W
YAL021C,YBR169C
YAL021C,YBR170C
YAL021C,YBR172C
YAL021C,YBR175W
YAL021C,YBR176W
YAL021C,YBR179C
YAL021C,YBR183W
YAL021C,YBR185C
YAL021C,YBR192W
YAL021C,YBR193C
YAL021C,YBR194W
YAL021C,YBR197C
YAL021C,YBR198C
YAL021C,YBR199W
YAL021C,YBR200W
YAL021C,YBR201W
YAL021C,YBR202W
YAL021C,YBR207W
YAL021C,YBR208C
YAL021C,YBR211C
YAL021C,YBR212W
YAL021C,YBR213W
YAL021C,YBR214W
YAL021C,YBR215W
YAL021C,YBR217W
YAL021C,YBR223C
YAL021C,YBR225W
YAL021C,YBR228W
YAL021C,YBR230C
YAL021C,YBR231C
YAL021C,YBR233W
YAL021C,YBR235W
YAL021C,YBR236C
YAL021C,YBR237W
YAL021C,YBR238C
YAL021C,YBR239C
YAL021C,YBR242W
YAL021C,YBR247C
YAL021C,YBR248C
YAL021C,YBR251W
YAL021C,YBR253W
YAL021C,YBR254C
YAL021C,YBR255W
YAL021C,YBR257W
YAL021C,YBR258C
YAL021C,YBR259W
YAL021C,YBR260C
YAL021C,YBR262C
YAL021C,YBR264C
YAL021C,YBR267W
YAL021C,YBR268W
YAL021C,YBR269C
YAL021C,YBR270C
YAL021C,YBR271W
YAL021C,YBR272C
YAL021C,YBR274W
YAL021C,YBR275C
YAL021C,YBR276C
YAL021C,YBR278W
YAL021C,YBR279W
YAL021C,YBR280C
YAL021C,YBR282W
YAL021C,YBR289W
YAL021C,YBR290W
YAL021C,YBR291C
YAL021C,YBR293W
YAL021C,YBR295W
YAL021C,YBR296C
YAL021C,YBR297W
YAL021C,YCL002C
YAL021C,YCL004W
YAL021C,YCL005W
YAL021C,YCL010C
YAL021C,YCL014W
YAL021C,YCL024W
YAL021C,YCL025C
YAL021C,YCL028W
YAL021C,YCL029C
YAL021C,YCL031C
YAL021C,YCL032W
YAL021C,YCL034W
YAL021C,YCL035C
YAL021C,YCL036W
YAL021C,YCL038C
YAL021C,YCL039W
YAL021C,YCL040W
YAL021C,YCL044C
YAL021C,YCL049C
YAL021C,YCL051W
YAL021C,YCL052C
YAL021C,YCL054W
YAL021C,YCL056C
YAL021C,YCL061C
YAL021C,YCL063W
YAL021C,YCR003W
YAL021C,YCR005C
YAL021C,YCR007C
YAL021C,YCR008W
YAL021C,YCR015C
YAL021C,YCR016W
YAL021C,YCR020C-A
YAL021C,YCR023C
YAL021C,YCR024C
YAL021C,YCR024C-A
YAL021C,YCR026C
YAL021C,YCR030C
YAL021C,YCR033W
YAL021C,YCR035C
YAL021C,YCR036W
YAL021C,YCR037C
YAL021C,YCR038C
YAL021C,YCR042C
YAL021C,YCR047C
YAL021C,YCR048W
YAL021C,YCR052W
YAL021C,YCR059C
YAL021C,YCR063W
YAL021C,YCR065W
YAL021C,YCR066W
YAL021C,YCR069W
YAL021C,YCR071C
YAL021C,YCR072C
YAL021C,YCR073C
YAL021C,YCR075C
YAL021C,YCR076C
YAL021C,YCR079W
YAL021C,YCR081W
YAL021C,YCR082W
YAL021C,YCR083W
YAL021C,YCR090C
YAL021C,YCR091W
YAL021C,YCR093W
YAL021C,YCR095C
YAL021C,YCR101C
YAL021C,YDL001W
YAL021C,YDL002C
YAL021C,YDL003W
YAL021C,YDL005C
YAL021C,YDL006W
YAL021C,YDL008W
YAL021C,YDL010W
YAL021C,YDL012C
YAL021C,YDL013W
YAL021C,YDL017W
YAL021C,YDL018C
YAL021C,YDL019C
YAL021C,YDL020C
YAL021C,YDL021W
YAL021C,YDL022W
YAL021C,YDL027C
YAL021C,YDL028C
YAL021C,YDL030W
YAL021C,YDL031W
YAL021C,YDL033C
YAL021C,YDL035C
YAL021C,YDL037C
YAL021C,YDL042C
YAL021C,YDL043C
YAL021C,YDL044C
YAL021C,YDL045C
YAL021C,YDL045W-A
YAL021C,YDL047W
YAL021C,YDL048C
YAL021C,YDL049C
YAL021C,YDL053C
YAL021C,YDL056W
YAL021C,YDL058W
YAL021C,YDL061C
YAL021C,YDL065C
YAL021C,YDL067C
YAL021C,YDL069C
YAL021C,YDL070W
YAL021C,YDL073W
YAL021C,YDL074C
YAL021C,YDL076C
YAL021C,YDL077C
YAL021C,YDL080C
YAL021C,YDL086W
YAL021C,YDL087C
YAL021C,YDL088C
YAL021C,YDL090C
YAL021C,YDL092W
YAL021C,YDL097C
YAL021C,YDL098C
YAL021C,YDL099W
YAL021C,YDL101C
YAL021C,YDL104C
YAL021C,YDL105W
YAL021C,YDL106C
YAL021C,YDL107W
YAL021C,YDL108W
YAL021C,YDL109C
YAL021C,YDL110C
YAL021C,YDL113C
YAL021C,YDL115C
YAL021C,YDL116W
YAL021C,YDL117W
YAL021C,YDL119C
YAL021C,YDL120W
YAL021C,YDL122W
YAL021C,YDL123W
YAL021C,YDL124W
YAL021C,YDL125C
YAL021C,YDL127W
YAL021C,YDL129W
YAL021C,YDL132W
YAL021C,YDL133C-A
YAL021C,YDL133W
YAL021C,YDL137W
YAL021C,YDL138W
YAL021C,YDL140C
YAL021C,YDL142C
YAL021C,YDL147W
YAL021C,YDL149W
YAL021C,YDL153C
YAL021C,YDL155W
YAL021C,YDL157C
YAL021C,YDL159W
YAL021C,YDL160C
YAL021C,YDL161W
YAL021C,YDL165W
YAL021C,YDL166C
YAL021C,YDL170W
YAL021C,YDL173W
YAL021C,YDL174C
YAL021C,YDL175C
YAL021C,YDL176W
YAL021C,YDL177C
YAL021C,YDL179W
YAL021C,YDL180W
YAL021C,YDL181W
YAL021C,YDL183C
YAL021C,YDL184C
YAL021C,YDL189W
YAL021C,YDL192W
YAL021C,YDL197C
YAL021C,YDL199C
YAL021C,YDL202W
YAL021C,YDL203C
YAL021C,YDL204W
YAL021C,YDL206W
YAL021C,YDL207W
YAL021C,YDL209C
YAL021C,YDL211C
YAL021C,YDL213C
YAL021C,YDL215C
YAL021C,YDL216C
YAL021C,YDL217C
YAL021C,YDL219W
YAL021C,YDL220C
YAL021C,YDL224C
YAL021C,YDL225W
YAL021C,YDL227C
YAL021C,YDL230W
YAL021C,YDL231C
YAL021C,YDL232W
YAL021C,YDL233W
YAL021C,YDL234C
YAL021C,YDL235C
YAL021C,YDL238C
YAL021C,YDL240W
YAL021C,YDL241W
YAL021C,YDR001C
YAL021C,YDR003W
YAL021C,YDR004W
YAL021C,YDR005C
YAL021C,YDR006C
YAL021C,YDR007W
YAL021C,YDR011W
YAL021C,YDR013W
YAL021C,YDR014W
YAL021C,YDR016C
YAL021C,YDR017C
YAL021C,YDR020C
YAL021C,YDR021W
YAL021C,YDR022C
YAL021C,YDR026C
YAL021C,YDR027C
YAL021C,YDR028C
YAL021C,YDR030C
YAL021C,YDR031W
YAL021C,YDR033W
YAL021C,YDR034C
YAL021C,YDR041W
YAL021C,YDR042C
YAL021C,YDR043C
YAL021C,YDR045C
YAL021C,YDR046C
YAL021C,YDR047W
YAL021C,YDR049W
YAL021C,YDR051C
YAL021C,YDR052C
YAL021C,YDR054C
YAL021C,YDR055W
YAL021C,YDR061W
YAL021C,YDR063W
YAL021C,YDR065W
YAL021C,YDR069C
YAL021C,YDR070C
YAL021C,YDR072C
YAL021C,YDR073W
YAL021C,YDR074W
YAL021C,YDR075W
YAL021C,YDR076W
YAL021C,YDR077W
YAL021C,YDR078C
YAL021C,YDR080W
YAL021C,YDR081C
YAL021C,YDR082W
YAL021C,YDR085C
YAL021C,YDR088C
YAL021C,YDR089W
YAL021C,YDR090C
YAL021C,YDR097C
YAL021C,YDR103W
YAL021C,YDR104C
YAL021C,YDR105C
YAL021C,YDR108W
YAL021C,YDR109C
YAL021C,YDR110W
YAL021C,YDR113C
YAL021C,YDR115W
YAL021C,YDR116C
YAL021C,YDR118W
YAL021C,YDR121W
YAL021C,YDR122W
YAL021C,YDR123C
YAL021C,YDR125C
YAL021C,YDR126W
YAL021C,YDR128W
YAL021C,YDR130C
YAL021C,YDR131C
YAL021C,YDR132C
YAL021C,YDR137W
YAL021C,YDR138W
YAL021C,YDR140W
YAL021C,YDR141C
YAL021C,YDR142C
YAL021C,YDR143C
YAL021C,YDR145W
YAL021C,YDR146C
YAL021C,YDR147W
YAL021C,YDR150W
YAL021C,YDR151C
YAL021C,YDR152W
YAL021C,YDR153C
YAL021C,YDR159W
YAL021C,YDR160W
YAL021C,YDR162C
YAL021C,YDR164C
YAL021C,YDR166C
YAL021C,YDR167W
YAL021C,YDR169C
YAL021C,YDR170C
YAL021C,YDR171W
YAL021C,YDR173C
YAL021C,YDR175C
YAL021C,YDR176W
YAL021C,YDR179C
YAL021C,YDR179W-A
YAL021C,YDR181C
YAL021C,YDR182W
YAL021C,YDR183W
YAL021C,YDR184C
YAL021C,YDR185C
YAL021C,YDR186C
YAL021C,YDR188W
YAL021C,YDR190C
YAL021C,YDR191W
YAL021C,YDR192C
YAL021C,YDR194C
YAL021C,YDR195W
YAL021C,YDR196C
YAL021C,YDR197W
YAL021C,YDR198C
YAL021C,YDR200C
YAL021C,YDR201W
YAL021C,YDR202C
YAL021C,YDR205W
YAL021C,YDR206W
YAL021C,YDR207C
YAL021C,YDR208W
YAL021C,YDR210W
YAL021C,YDR213W
YAL021C,YDR217C
YAL021C,YDR219C
YAL021C,YDR221W
YAL021C,YDR222W
YAL021C,YDR224C
YAL021C,YDR225W
YAL021C,YDR227W
YAL021C,YDR228C
YAL021C,YDR229W
YAL021C,YDR235W
YAL021C,YDR236C
YAL021C,YDR237W
YAL021C,YDR239C
YAL021C,YDR240C
YAL021C,YDR242W
YAL021C,YDR243C
YAL021C,YDR244W
YAL021C,YDR246W
YAL021C,YDR247W
YAL021C,YDR249C
YAL021C,YDR251W
YAL021C,YDR252W
YAL021C,YDR254W
YAL021C,YDR255C
YAL021C,YDR257C
YAL021C,YDR258C
YAL021C,YDR260C
YAL021C,YDR262W
YAL021C,YDR263C
YAL021C,YDR264C
YAL021C,YDR265W
YAL021C,YDR267C
YAL021C,YDR268W
YAL021C,YDR270W
YAL021C,YDR273W
YAL021C,YDR276C
YAL021C,YDR277C
YAL021C,YDR281C
YAL021C,YDR282C
YAL021C,YDR286C
YAL021C,YDR287W
YAL021C,YDR288W
YAL021C,YDR289C
YAL021C,YDR291W
YAL021C,YDR295C
YAL021C,YDR296W
YAL021C,YDR299W
YAL021C,YDR301W
YAL021C,YDR303C
YAL021C,YDR305C
YAL021C,YDR306C
YAL021C,YDR308C
YAL021C,YDR309C
YAL021C,YDR310C
YAL021C,YDR311W
YAL021C,YDR312W
YAL021C,YDR313C
YAL021C,YDR314C
YAL021C,YDR315C
YAL021C,YDR316W
YAL021C,YDR318W
YAL021C,YDR320C
YAL021C,YDR322W
YAL021C,YDR323C
YAL021C,YDR325W
YAL021C,YDR326C
YAL021C,YDR329C
YAL021C,YDR330W
YAL021C,YDR331W
YAL021C,YDR332W
YAL021C,YDR333C
YAL021C,YDR334W
YAL021C,YDR335W
YAL021C,YDR336W
YAL021C,YDR337W
YAL021C,YDR338C
YAL021C,YDR339C
YAL021C,YDR345C
YAL021C,YDR346C
YAL021C,YDR347W
YAL021C,YDR348C
YAL021C,YDR350C
YAL021C,YDR351W
YAL021C,YDR356W
YAL021C,YDR357C
YAL021C,YDR358W
YAL021C,YDR359C
YAL021C,YDR362C
YAL021C,YDR363W
YAL021C,YDR364C
YAL021C,YDR365C
YAL021C,YDR369C
YAL021C,YDR370C
YAL021C,YDR371W
YAL021C,YDR375C
YAL021C,YDR376W
YAL021C,YDR378C
YAL021C,YDR379W
YAL021C,YDR383C
YAL021C,YDR386W
YAL021C,YDR387C
YAL021C,YDR390C
YAL021C,YDR392W
YAL021C,YDR404C
YAL021C,YDR405W
YAL021C,YDR406W
YAL021C,YDR407C
YAL021C,YDR408C
YAL021C,YDR409W
YAL021C,YDR410C
YAL021C,YDR412W
YAL021C,YDR415C
YAL021C,YDR416W
YAL021C,YDR419W
YAL021C,YDR420W
YAL021C,YDR421W
YAL021C,YDR422C
YAL021C,YDR423C
YAL021C,YDR425W
YAL021C,YDR428C
YAL021C,YDR435C
YAL021C,YDR436W
YAL021C,YDR437W
YAL021C,YDR440W
YAL021C,YDR441C
YAL021C,YDR443C
YAL021C,YDR444W
YAL021C,YDR448W
YAL021C,YDR449C
YAL021C,YDR451C
YAL021C,YDR452W
YAL021C,YDR453C
YAL021C,YDR457W
YAL021C,YDR458C
YAL021C,YDR459C
YAL021C,YDR460W
YAL021C,YDR461W
YAL021C,YDR462W
YAL021C,YDR463W
YAL021C,YDR464W
YAL021C,YDR466W
YAL021C,YDR468C
YAL021C,YDR469W
YAL021C,YDR470C
YAL021C,YDR472W
YAL021C,YDR473C
YAL021C,YDR475C
YAL021C,YDR476C
YAL021C,YDR479C
YAL021C,YDR480W
YAL021C,YDR482C
YAL021C,YDR484W
YAL021C,YDR485C
YAL021C,YDR486C
YAL021C,YDR488C
YAL021C,YDR489W
YAL021C,YDR490C
YAL021C,YDR493W
YAL021C,YDR494W
YAL021C,YDR496C
YAL021C,YDR498C
YAL021C,YDR499W
YAL021C,YDR501W
YAL021C,YDR503C
YAL021C,YDR504C
YAL021C,YDR505C
YAL021C,YDR506C
YAL021C,YDR507C
YAL021C,YDR511W
YAL021C,YDR514C
YAL021C,YDR515W
YAL021C,YDR517W
YAL021C,YDR520C
YAL021C,YDR524C
YAL021C,YDR527W
YAL021C,YDR528W
YAL021C,YDR529C
YAL021C,YDR530C
YAL021C,YDR532C
YAL021C,YDR533C
YAL021C,YDR539W
YAL021C,YDR541C
YAL021C,YEL004W
YAL021C,YEL005C
YAL021C,YEL007W
YAL021C,YEL011W
YAL021C,YEL016C
YAL021C,YEL018W
YAL021C,YEL019C
YAL021C,YEL022W
YAL021C,YEL024W
YAL021C,YEL025C
YAL021C,YEL038W
YAL021C,YEL046C
YAL021C,YEL048C
YAL021C,YEL050C
YAL021C,YEL052W
YAL021C,YEL053C
YAL021C,YEL060C
YAL021C,YEL061C
YAL021C,YEL062W
YAL021C,YEL063C
YAL021C,YEL064C
YAL021C,YEL065W
YAL021C,YEL067C
YAL021C,YEL072W
YAL021C,YEL073C
YAL021C,YER004W
YAL021C,YER005W
YAL021C,YER008C
YAL021C,YER010C
YAL021C,YER011W
YAL021C,YER013W
YAL021C,YER016W
YAL021C,YER017C
YAL021C,YER018C
YAL021C,YER019C-A
YAL021C,YER019W
YAL021C,YER020W
YAL021C,YER022W
YAL021C,YER028C
YAL021C,YER029C
YAL021C,YER032W
YAL021C,YER033C
YAL021C,YER034W
YAL021C,YER035W
YAL021C,YER036C
YAL021C,YER037W
YAL021C,YER039C
YAL021C,YER040W
YAL021C,YER041W
YAL021C,YER045C
YAL021C,YER047C
YAL021C,YER050C
YAL021C,YER051W
YAL021C,YER053C
YAL021C,YER058W
YAL021C,YER059W
YAL021C,YER061C
YAL021C,YER062C
YAL021C,YER063W
YAL021C,YER064C
YAL021C,YER065C
YAL021C,YER067W
YAL021C,YER068W
YAL021C,YER069W
YAL021C,YER070W
YAL021C,YER075C
YAL021C,YER076C
YAL021C,YER077C
YAL021C,YER078C
YAL021C,YER079W
YAL021C,YER081W
YAL021C,YER083C
YAL021C,YER087W
YAL021C,YER090W
YAL021C,YER092W
YAL021C,YER093C
YAL021C,YER093C-A
YAL021C,YER094C
YAL021C,YER095W
YAL021C,YER098W
YAL021C,YER101C
YAL021C,YER103W
YAL021C,YER107C
YAL021C,YER109C
YAL021C,YER111C
YAL021C,YER113C
YAL021C,YER114C
YAL021C,YER116C
YAL021C,YER118C
YAL021C,YER119C
YAL021C,YER122C
YAL021C,YER123W
YAL021C,YER124C
YAL021C,YER127W
YAL021C,YER128W
YAL021C,YER130C
YAL021C,YER131W
YAL021C,YER132C
YAL021C,YER133W
YAL021C,YER134C
YAL021C,YER137C
YAL021C,YER139C
YAL021C,YER140W
YAL021C,YER141W
YAL021C,YER143W
YAL021C,YER144C
YAL021C,YER145C
YAL021C,YER146W
YAL021C,YER147C
YAL021C,YER149C
YAL021C,YER150W
YAL021C,YER152C
YAL021C,YER154W
YAL021C,YER155C
YAL021C,YER158C
YAL021C,YER159C
YAL021C,YER161C
YAL021C,YER162C
YAL021C,YER163C
YAL021C,YER164W
YAL021C,YER165W
YAL021C,YER166W
YAL021C,YER167W
YAL021C,YER169W
YAL021C,YER172C
YAL021C,YER173W
YAL021C,YER176W
YAL021C,YER182W
YAL021C,YER184C
YAL021C,YFL001W
YAL021C,YFL002C
YAL021C,YFL008W
YAL021C,YFL013C
YAL021C,YFL014W
YAL021C,YFL016C
YAL021C,YFL017C
YAL021C,YFL021W
YAL021C,YFL023W
YAL021C,YFL024C
YAL021C,YFL025C
YAL021C,YFL027C
YAL021C,YFL028C
YAL021C,YFL029C
YAL021C,YFL031W
YAL021C,YFL033C
YAL021C,YFL034C-A
YAL021C,YFL034W
YAL021C,YFL036W
YAL021C,YFL041W
YAL021C,YFL042C
YAL021C,YFL046W
YAL021C,YFL047W
YAL021C,YFL049W
YAL021C,YFL054C
YAL021C,YFR001W
YAL021C,YFR004W
YAL021C,YFR005C
YAL021C,YFR007W
YAL021C,YFR011C
YAL021C,YFR013W
YAL021C,YFR014C
YAL021C,YFR015C
YAL021C,YFR016C
YAL021C,YFR017C
YAL021C,YFR019W
YAL021C,YFR022W
YAL021C,YFR027W
YAL021C,YFR028C
YAL021C,YFR029W
YAL021C,YFR031C
YAL021C,YFR033C
YAL021C,YFR034C
YAL021C,YFR036W
YAL021C,YFR039C
YAL021C,YFR040W
YAL021C,YFR042W
YAL021C,YFR043C
YAL021C,YFR045W
YAL021C,YFR046C
YAL021C,YFR048W
YAL021C,YFR053C
YAL021C,YGL001C
YAL021C,YGL002W
YAL021C,YGL003C
YAL021C,YGL004C
YAL021C,YGL005C
YAL021C,YGL006W
YAL021C,YGL010W
YAL021C,YGL013C
YAL021C,YGL014W
YAL021C,YGL017W
YAL021C,YGL018C
YAL021C,YGL023C
YAL021C,YGL025C
YAL021C,YGL028C
YAL021C,YGL029W
YAL021C,YGL035C
YAL021C,YGL036W
YAL021C,YGL038C
YAL021C,YGL040C
YAL021C,YGL043W
YAL021C,YGL048C
YAL021C,YGL049C
YAL021C,YGL054C
YAL021C,YGL056C
YAL021C,YGL057C
YAL021C,YGL058W
YAL021C,YGL059W
YAL021C,YGL061C
YAL021C,YGL062W
YAL021C,YGL064C
YAL021C,YGL065C
YAL021C,YGL066W
YAL021C,YGL068W
YAL021C,YGL070C
YAL021C,YGL071W
YAL021C,YGL073W
YAL021C,YGL075C
YAL021C,YGL076C
YAL021C,YGL079W
YAL021C,YGL080W
YAL021C,YGL082W
YAL021C,YGL085W
YAL021C,YGL086W
YAL021C,YGL090W
YAL021C,YGL091C
YAL021C,YGL092W
YAL021C,YGL093W
YAL021C,YGL094C
YAL021C,YGL095C
YAL021C,YGL098W
YAL021C,YGL101W
YAL021C,YGL104C
YAL021C,YGL107C
YAL021C,YGL108C
YAL021C,YGL110C
YAL021C,YGL113W
YAL021C,YGL114W
YAL021C,YGL116W
YAL021C,YGL117W
YAL021C,YGL121C
YAL021C,YGL122C
YAL021C,YGL126W
YAL021C,YGL127C
YAL021C,YGL128C
YAL021C,YGL129C
YAL021C,YGL131C
YAL021C,YGL133W
YAL021C,YGL134W
YAL021C,YGL136C
YAL021C,YGL143C
YAL021C,YGL145W
YAL021C,YGL146C
YAL021C,YGL153W
YAL021C,YGL154C
YAL021C,YGL155W
YAL021C,YGL156W
YAL021C,YGL159W
YAL021C,YGL160W
YAL021C,YGL161C
YAL021C,YGL162W
YAL021C,YGL163C
YAL021C,YGL164C
YAL021C,YGL166W
YAL021C,YGL169W
YAL021C,YGL172W
YAL021C,YGL174W
YAL021C,YGL176C
YAL021C,YGL178W
YAL021C,YGL179C
YAL021C,YGL180W
YAL021C,YGL181W
YAL021C,YGL185C
YAL021C,YGL186C
YAL021C,YGL194C
YAL021C,YGL195W
YAL021C,YGL196W
YAL021C,YGL201C
YAL021C,YGL207W
YAL021C,YGL208W
YAL021C,YGL209W
YAL021C,YGL212W
YAL021C,YGL215W
YAL021C,YGL216W
YAL021C,YGL219C
YAL021C,YGL220W
YAL021C,YGL222C
